HourOfDay,Actual,Predicted
,,2.8018927304009047
,,3.020041207272869
,,2.6585936473029017
,,2.483866280957442
,,2.6829705447205114
,,2.5252683149059494
,,2.6728519765496332
,,2.6673090695497756
,,2.6204344358893126
,,2.612106662194192
,,2.63093828371392
,,2.6216864466210468
,,2.63498027726055
,,2.631113865148363
,,2.626078916586456
,,2.626487329399689
,,2.6285022577838544
,,2.628006670400118
,,2.628960015688385
,,2.6282573527807584
,,2.6278275072305504
,,2.6280245231522166
,,2.6282380548497386
,,2.6281952379635074
,,2.6282359000909192
,,2.628145180060041
,,2.6281224008702013
,,2.628158527390014
,,2.628177877673762
,,2.628170129118876
,,2.628168380114917
,,2.6281593359601403
,,2.628160222185325
,,2.6281650956089573
,,2.628166241052977
,,2.6281647926765594
,,2.62816419497066
,,2.628163560945098
,,2.628164020276767
,,2.628164537384436
,,2.6281645034528847
,,2.628164283118122
,,2.6281642171372117
,,2.628164206304298
,,2.628164284288731
,,2.628164324278744
,,2.6281643007290585
,,2.6281642740265614
,,2.6281642717931395
,,2.6281642774203977
,,2.628164286635077
,,2.628164287805246
,,2.6281642833832515
,,2.6281642809322476
,,2.628164281639913
,,2.628164282813365
,,2.628164283583381
,,2.628164283287182
,,2.628164282706568
,,2.6281642825801153
,,2.6281642827733465
,,2.6281642829195517
,,2.628164282947106
,,2.6281642828730716
,,2.6281642828160257
,,2.6281642828249625
,,2.6281642828554777
,,2.628164282867362
,,2.628164282862344
,,2.628164282851714
,,2.628164282848177
,,2.6281642828518113
,,2.6281642828553546
,,2.6281642828555905
,,2.628164282854221
,,2.6281642828531253
,,2.628164282853198
,,2.6281642828538145
,,2.6281642828541063
,,2.628164282853977
,,2.628164282853775
,,2.628164282853704
,,2.6281642828537675
,,2.6281642828538416
,,2.628164282853851
,,2.6281642828538208
,,2.6281642828537994
,,2.6281642828538003
,,2.628164282853812
,,2.628164282853818
,,2.628164282853816
,,2.6281642828538114
,,2.62816428285381
,,2.6281642828538114
,,2.6281642828538128
,,2.628164282853813
,,2.6281642828538128
,,2.6281642828538123
,,2.6281642828538123
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
,,2.6281642828538128
