Actual_ChargingPower,Predicted_ChargingPower,Actual_Occupancy,Predicted_Occupancy
,2.075701151597994,,35042.0
,1.974851948285412,,35042.0
,1.9507455393634308,,35042.0
,1.5101457403410716,,35042.0
,1.3598786209140115,,35042.0
,1.635183009415898,,35042.0
,1.7646250429897474,,35042.0
,1.7249083184928258,,35042.0
,1.6452839914739,,35042.0
,1.5834283396461688,,35042.0
,1.6206513010668278,,35042.0
,1.6712280982119614,,35042.0
,1.6732461838833732,,35042.0
,1.6529130504846572,,35042.0
,1.6358541424227013,,35042.0
,1.6377699612043641,,35042.0
,1.650630052570825,,35042.0
,1.655319147747729,,35042.0
,1.651193246184972,,35042.0
,1.646289725398867,,35042.0
,1.6453928428328473,,35042.0
,1.648011222957126,,35042.0
,1.6499908307774311,,35042.0
,1.6495362104116127,,35042.0
,1.6482246691743236,,35042.0
,1.6476799279079648,,35042.0
,1.6481223195394183,,35042.0
,1.6487176823063003,,35042.0
,1.648786697928855,,35042.0
,1.6484881295107268,,35042.0
,1.648278347194891,,35042.0
,1.6483242119929153,,35042.0
,1.6484758225342486,,35042.0
,1.6485365487662795,,35042.0
,1.6484827584651653,,35042.0
,1.648417615675089,,35042.0
,1.6484105061835967,,35042.0
,1.6484440705924481,,35042.0
,1.6484679316809516,,35042.0
,1.6484620714527656,,35042.0
,1.6484449189001908,,35042.0
,1.6484384245120434,,35042.0
,1.6484445319100847,,35042.0
,1.6484518730506013,,35042.0
,1.6484525824146503,,35042.0
,1.6484487248374684,,35042.0
,1.6484460939641217,,35042.0
,1.6484467992397536,,35042.0
,1.648448730954882,,35042.0
,1.648449444992478,,35042.0
,1.6484487365115095,,35042.0
,1.648447913093568,,35042.0
,1.6484478473017619,,35042.0
,1.648448285453953,,35042.0
,1.6484485778319775,,35042.0
,1.648448493282071,,35042.0
,1.6484482747012748,,35042.0
,1.6484481972609497,,35042.0
,1.6484482789928994,,35042.0
,1.6484483711857907,,35042.0
,1.6484483772754162,,35042.0
,1.648448327349931,,35042.0
,1.6484482949100316,,35042.0
,1.6484483050574463,,35042.0
,1.6484483297215085,,35042.0
,1.6484483381330923,,35042.0
,1.648448328714052,,35042.0
,1.648448318381812,,35042.0
,1.648448317856988,,35042.0
,1.6484483235391836,,35042.0
,1.6484483271342516,,35042.0
,1.6484483259247156,,35042.0
,1.648448323140613,,35042.0
,1.6484483222289046,,35042.0
,1.6484483233141556,,35042.0
,1.648448324470913,,35042.0
,1.6484483245121595,,35042.0
,1.648448323865784,,35042.0
,1.648448323467455,,35042.0
,1.6484483236112932,,35042.0
,1.6484483239254084,,35042.0
,1.6484483240240018,,35042.0
,1.6484483238991061,,35042.0
,1.64844832376963,,35042.0
,1.6484483237670038,,35042.0
,1.6484483238405079,,35042.0
,1.6484483238846035,,35042.0
,1.6484483238675542,,35042.0
,1.6484483238321281,,35042.0
,1.648448323821487,,35042.0
,1.6484483238358512,,35042.0
,1.648448323850337,,35042.0
,1.6484483238504044,,35042.0
,1.64844832384205,,35042.0
,1.6484483238371717,,35042.0
,1.648448323839187,,35042.0
,1.6484483238431809,,35042.0
,1.6484483238443266,,35042.0
,1.648448323842676,,35042.0
,1.6484483238410559,,35042.0
,1.648448323841074,,35042.0
,1.6484483238420233,,35042.0
,1.6484483238425627,,35042.0
,1.648448323842325,,35042.0
,1.648448323841875,,35042.0
,1.648448323841752,,35042.0
,1.6484483238419416,,35042.0
,1.6484483238421228,,35042.0
,1.648448323842118,,35042.0
,1.6484483238420102,,35042.0
,1.6484483238419507,,35042.0
,1.6484483238419787,,35042.0
,1.6484483238420293,,35042.0
,1.6484483238420424,,35042.0
,1.6484483238420207,,35042.0
,1.6484483238420005,,35042.0
,1.6484483238420014,,35042.0
,1.6484483238420136,,35042.0
,1.6484483238420202,,35042.0
,1.648448323842017,,35042.0
,1.6484483238420111,,35042.0
,1.6484483238420098,,35042.0
,1.6484483238420122,,35042.0
,1.6484483238420145,,35042.0
,1.6484483238420142,,35042.0
,1.648448323842013,,35042.0
,1.6484483238420122,,35042.0
,1.6484483238420127,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420136,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420131,,35042.0
,1.6484483238420131,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
,1.6484483238420133,,35042.0
